тип_массива,размер,алгоритм,threshold,время_мкс
random,25600,hybrid,10,744
random,25600,hybrid,20,744
random,25600,hybrid,30,736
random,25600,hybrid,50,751
reversed,25600,merge,0,538
reversed,25600,hybrid,5,454
reversed,25600,hybrid,10,408
reversed,25600,hybrid,20,392
reversed,25600,hybrid,30,380
reversed,25600,hybrid,50,459
almost,25600,merge,0,732
almost,25600,hybrid,5,593
almost,25600,hybrid,10,564
almost,25600,hybrid,20,526
almost,25600,hybrid,30,498
almost,25600,hybrid,50,487
random,25700,merge,0,891
random,25700,hybrid,5,803
random,25700,hybrid,10,776
random,25700,hybrid,20,826
random,25700,hybrid,30,725
random,25700,hybrid,50,721
reversed,25700,merge,0,539
reversed,25700,hybrid,5,459
reversed,25700,hybrid,10,461
reversed,25700,hybrid,20,410
reversed,25700,hybrid,30,390
reversed,25700,hybrid,50,438
almost,25700,merge,0,681
almost,25700,hybrid,5,602
almost,25700,hybrid,10,573
almost,25700,hybrid,20,561
almost,25700,hybrid,30,497
almost,25700,hybrid,50,473
random,25800,merge,0,900
random,25800,hybrid,5,880
random,25800,hybrid,10,756
random,25800,hybrid,20,761
random,25800,hybrid,30,727
random,25800,hybrid,50,772
reversed,25800,merge,0,549
reversed,25800,hybrid,5,446
reversed,25800,hybrid,10,424
reversed,25800,hybrid,20,415
reversed,25800,hybrid,30,394
reversed,25800,hybrid,50,434
almost,25800,merge,0,722
almost,25800,hybrid,5,615
almost,25800,hybrid,10,573
almost,25800,hybrid,20,543
almost,25800,hybrid,30,504
almost,25800,hybrid,50,484
random,25900,merge,0,950
random,25900,hybrid,5,848
random,25900,hybrid,10,796
random,25900,hybrid,20,826
random,25900,hybrid,30,783
random,25900,hybrid,50,733
reversed,25900,merge,0,551
reversed,25900,hybrid,5,490
reversed,25900,hybrid,10,455
reversed,25900,hybrid,20,408
reversed,25900,hybrid,30,412
reversed,25900,hybrid,50,430
almost,25900,merge,0,696
almost,25900,hybrid,5,608
almost,25900,hybrid,10,578
almost,25900,hybrid,20,537
almost,25900,hybrid,30,506
almost,25900,hybrid,50,493
random,26000,merge,0,905
random,26000,hybrid,5,830
random,26000,hybrid,10,763
random,26000,hybrid,20,757
random,26000,hybrid,30,744
random,26000,hybrid,50,705
reversed,26000,merge,0,552
reversed,26000,hybrid,5,490
reversed,26000,hybrid,10,418
reversed,26000,hybrid,20,412
reversed,26000,hybrid,30,392
reversed,26000,hybrid,50,423
almost,26000,merge,0,712
almost,26000,hybrid,5,612
almost,26000,hybrid,10,581
almost,26000,hybrid,20,546
almost,26000,hybrid,30,510
almost,26000,hybrid,50,502
random,26100,merge,0,912
random,26100,hybrid,5,825
random,26100,hybrid,10,767
random,26100,hybrid,20,766
random,26100,hybrid,30,748
random,26100,hybrid,50,693
reversed,26100,merge,0,557
reversed,26100,hybrid,5,472
reversed,26100,hybrid,10,427
reversed,26100,hybrid,20,412
reversed,26100,hybrid,30,452
reversed,26100,hybrid,50,435
almost,26100,merge,0,730
almost,26100,hybrid,5,626
almost,26100,hybrid,10,583
almost,26100,hybrid,20,553
almost,26100,hybrid,30,537
almost,26100,hybrid,50,523
random,26200,merge,0,914
random,26200,hybrid,5,840
random,26200,hybrid,10,781
random,26200,hybrid,20,782
random,26200,hybrid,30,740
random,26200,hybrid,50,689
reversed,26200,merge,0,559
reversed,26200,hybrid,5,465
reversed,26200,hybrid,10,418
reversed,26200,hybrid,20,408
reversed,26200,hybrid,30,414
reversed,26200,hybrid,50,403
almost,26200,merge,0,704
almost,26200,hybrid,5,625
almost,26200,hybrid,10,583
almost,26200,hybrid,20,553
almost,26200,hybrid,30,524
almost,26200,hybrid,50,511
random,26300,merge,0,920
random,26300,hybrid,5,828
random,26300,hybrid,10,771
random,26300,hybrid,20,774
random,26300,hybrid,30,759
random,26300,hybrid,50,700
reversed,26300,merge,0,575
reversed,26300,hybrid,5,470
reversed,26300,hybrid,10,427
reversed,26300,hybrid,20,412
reversed,26300,hybrid,30,400
reversed,26300,hybrid,50,397
almost,26300,merge,0,696
almost,26300,hybrid,5,627
almost,26300,hybrid,10,592
almost,26300,hybrid,20,544
almost,26300,hybrid,30,518
almost,26300,hybrid,50,511
random,26400,merge,0,916
random,26400,hybrid,5,833
random,26400,hybrid,10,781
random,26400,hybrid,20,774
random,26400,hybrid,30,756
random,26400,hybrid,50,703
reversed,26400,merge,0,559
reversed,26400,hybrid,5,480
reversed,26400,hybrid,10,413
reversed,26400,hybrid,20,390
reversed,26400,hybrid,30,410
reversed,26400,hybrid,50,402
almost,26400,merge,0,709
almost,26400,hybrid,5,620
almost,26400,hybrid,10,587
almost,26400,hybrid,20,548
almost,26400,hybrid,30,511
almost,26400,hybrid,50,512
random,26500,merge,0,925
random,26500,hybrid,5,838
random,26500,hybrid,10,784
random,26500,hybrid,20,781
random,26500,hybrid,30,778
random,26500,hybrid,50,724
reversed,26500,merge,0,552
reversed,26500,hybrid,5,470
reversed,26500,hybrid,10,421
reversed,26500,hybrid,20,423
reversed,26500,hybrid,30,397
reversed,26500,hybrid,50,383
almost,26500,merge,0,716
almost,26500,hybrid,5,626
almost,26500,hybrid,10,590
almost,26500,hybrid,20,557
almost,26500,hybrid,30,526
almost,26500,hybrid,50,518
random,26600,merge,0,929
random,26600,hybrid,5,835
random,26600,hybrid,10,785
random,26600,hybrid,20,777
random,26600,hybrid,30,768
random,26600,hybrid,50,717
reversed,26600,merge,0,556
reversed,26600,hybrid,5,471
reversed,26600,hybrid,10,416
reversed,26600,hybrid,20,404
reversed,26600,hybrid,30,418
reversed,26600,hybrid,50,390
almost,26600,merge,0,699
almost,26600,hybrid,5,620
almost,26600,hybrid,10,582
almost,26600,hybrid,20,543
almost,26600,hybrid,30,515
almost,26600,hybrid,50,506
random,26700,merge,0,936
random,26700,hybrid,5,832
random,26700,hybrid,10,781
random,26700,hybrid,20,783
random,26700,hybrid,30,765
random,26700,hybrid,50,709
reversed,26700,merge,0,561
reversed,26700,hybrid,5,476
reversed,26700,hybrid,10,424
reversed,26700,hybrid,20,423
reversed,26700,hybrid,30,404
reversed,26700,hybrid,50,388
almost,26700,merge,0,709
almost,26700,hybrid,5,632
almost,26700,hybrid,10,589
almost,26700,hybrid,20,553
almost,26700,hybrid,30,517
almost,26700,hybrid,50,517
random,26800,merge,0,931
random,26800,hybrid,5,839
random,26800,hybrid,10,785
random,26800,hybrid,20,782
random,26800,hybrid,30,769
random,26800,hybrid,50,724
reversed,26800,merge,0,557
reversed,26800,hybrid,5,468
reversed,26800,hybrid,10,425
reversed,26800,hybrid,20,417
reversed,26800,hybrid,30,414
reversed,26800,hybrid,50,407
almost,26800,merge,0,715
almost,26800,hybrid,5,622
almost,26800,hybrid,10,594
almost,26800,hybrid,20,560
almost,26800,hybrid,30,520
almost,26800,hybrid,50,519
random,26900,merge,0,939
random,26900,hybrid,5,848
random,26900,hybrid,10,790
random,26900,hybrid,20,786
random,26900,hybrid,30,779
random,26900,hybrid,50,722
reversed,26900,merge,0,571
reversed,26900,hybrid,5,479
reversed,26900,hybrid,10,430
reversed,26900,hybrid,20,434
reversed,26900,hybrid,30,436
reversed,26900,hybrid,50,414
almost,26900,merge,0,721
almost,26900,hybrid,5,636
almost,26900,hybrid,10,601
almost,26900,hybrid,20,570
almost,26900,hybrid,30,547
almost,26900,hybrid,50,534
random,27000,merge,0,945
random,27000,hybrid,5,859
random,27000,hybrid,10,847
random,27000,hybrid,20,792
random,27000,hybrid,30,782
random,27000,hybrid,50,729
reversed,27000,merge,0,607
reversed,27000,hybrid,5,489
reversed,27000,hybrid,10,436
reversed,27000,hybrid,20,420
reversed,27000,hybrid,30,421
reversed,27000,hybrid,50,410
almost,27000,merge,0,751
almost,27000,hybrid,5,649
almost,27000,hybrid,10,605
almost,27000,hybrid,20,563
almost,27000,hybrid,30,535
almost,27000,hybrid,50,526
random,27100,merge,0,958
random,27100,hybrid,5,860
random,27100,hybrid,10,800
random,27100,hybrid,20,791
random,27100,hybrid,30,781
random,27100,hybrid,50,724
reversed,27100,merge,0,580
reversed,27100,hybrid,5,468
reversed,27100,hybrid,10,428
reversed,27100,hybrid,20,417
reversed,27100,hybrid,30,429
reversed,27100,hybrid,50,411
almost,27100,merge,0,726
almost,27100,hybrid,5,630
almost,27100,hybrid,10,597
almost,27100,hybrid,20,554
almost,27100,hybrid,30,522
almost,27100,hybrid,50,525
random,27200,merge,0,946
random,27200,hybrid,5,851
random,27200,hybrid,10,809
random,27200,hybrid,20,792
random,27200,hybrid,30,787
random,27200,hybrid,50,728
reversed,27200,merge,0,564
reversed,27200,hybrid,5,495
reversed,27200,hybrid,10,425
reversed,27200,hybrid,20,405
reversed,27200,hybrid,30,405
reversed,27200,hybrid,50,391
almost,27200,merge,0,732
almost,27200,hybrid,5,630
almost,27200,hybrid,10,598
almost,27200,hybrid,20,565
almost,27200,hybrid,30,525
almost,27200,hybrid,50,522
random,27300,merge,0,969
random,27300,hybrid,5,864
random,27300,hybrid,10,810
random,27300,hybrid,20,799
random,27300,hybrid,30,793
random,27300,hybrid,50,734
reversed,27300,merge,0,581
reversed,27300,hybrid,5,483
reversed,27300,hybrid,10,437
reversed,27300,hybrid,20,423
reversed,27300,hybrid,30,430
reversed,27300,hybrid,50,419
almost,27300,merge,0,738
almost,27300,hybrid,5,642
almost,27300,hybrid,10,608
almost,27300,hybrid,20,568
almost,27300,hybrid,30,535
almost,27300,hybrid,50,526
random,27400,merge,0,958
random,27400,hybrid,5,860
random,27400,hybrid,10,816
random,27400,hybrid,20,804
random,27400,hybrid,30,787
random,27400,hybrid,50,741
reversed,27400,merge,0,586
reversed,27400,hybrid,5,489
reversed,27400,hybrid,10,443
reversed,27400,hybrid,20,416
reversed,27400,hybrid,30,415
reversed,27400,hybrid,50,402
almost,27400,merge,0,740
almost,27400,hybrid,5,651
almost,27400,hybrid,10,600
almost,27400,hybrid,20,567
almost,27400,hybrid,30,535
almost,27400,hybrid,50,525
random,27500,merge,0,969
random,27500,hybrid,5,865
random,27500,hybrid,10,817
random,27500,hybrid,20,811
random,27500,hybrid,30,796
random,27500,hybrid,50,743
reversed,27500,merge,0,582
reversed,27500,hybrid,5,493
reversed,27500,hybrid,10,441
reversed,27500,hybrid,20,435
reversed,27500,hybrid,30,429
reversed,27500,hybrid,50,409
almost,27500,merge,0,749
almost,27500,hybrid,5,655
almost,27500,hybrid,10,615
almost,27500,hybrid,20,576
almost,27500,hybrid,30,543
almost,27500,hybrid,50,536
random,27600,merge,0,967
random,27600,hybrid,5,866
random,27600,hybrid,10,819
random,27600,hybrid,20,806
random,27600,hybrid,30,797
random,27600,hybrid,50,755
reversed,27600,merge,0,583
reversed,27600,hybrid,5,485
reversed,27600,hybrid,10,441
reversed,27600,hybrid,20,411
reversed,27600,hybrid,30,422
reversed,27600,hybrid,50,411
almost,27600,merge,0,735
almost,27600,hybrid,5,649
almost,27600,hybrid,10,612
almost,27600,hybrid,20,574
almost,27600,hybrid,30,541
almost,27600,hybrid,50,533
random,27700,merge,0,970
random,27700,hybrid,5,878
random,27700,hybrid,10,899
random,27700,hybrid,20,802
random,27700,hybrid,30,798
random,27700,hybrid,50,818
reversed,27700,merge,0,583
reversed,27700,hybrid,5,486
reversed,27700,hybrid,10,454
reversed,27700,hybrid,20,421
reversed,27700,hybrid,30,427
reversed,27700,hybrid,50,427
almost,27700,merge,0,781
almost,27700,hybrid,5,660
almost,27700,hybrid,10,613
almost,27700,hybrid,20,589
almost,27700,hybrid,30,548
almost,27700,hybrid,50,573
random,27800,merge,0,984
random,27800,hybrid,5,873
random,27800,hybrid,10,848
random,27800,hybrid,20,836
random,27800,hybrid,30,790
random,27800,hybrid,50,742
reversed,27800,merge,0,559
reversed,27800,hybrid,5,496
reversed,27800,hybrid,10,442
reversed,27800,hybrid,20,432
reversed,27800,hybrid,30,428
reversed,27800,hybrid,50,420
almost,27800,merge,0,748
almost,27800,hybrid,5,663
almost,27800,hybrid,10,614
almost,27800,hybrid,20,582
almost,27800,hybrid,30,544
almost,27800,hybrid,50,541
random,27900,merge,0,987
random,27900,hybrid,5,885
random,27900,hybrid,10,830
random,27900,hybrid,20,827
random,27900,hybrid,30,833
random,27900,hybrid,50,772
reversed,27900,merge,0,611
reversed,27900,hybrid,5,501
reversed,27900,hybrid,10,444
reversed,27900,hybrid,20,434
reversed,27900,hybrid,30,422
reversed,27900,hybrid,50,426
almost,27900,merge,0,756
almost,27900,hybrid,5,654
almost,27900,hybrid,10,624
almost,27900,hybrid,20,584
almost,27900,hybrid,30,553
almost,27900,hybrid,50,544
random,28000,merge,0,986
random,28000,hybrid,5,885
random,28000,hybrid,10,835
random,28000,hybrid,20,832
random,28000,hybrid,30,802
random,28000,hybrid,50,750
reversed,28000,merge,0,582
reversed,28000,hybrid,5,496
reversed,28000,hybrid,10,450
reversed,28000,hybrid,20,433
reversed,28000,hybrid,30,415
reversed,28000,hybrid,50,402
almost,28000,merge,0,756
almost,28000,hybrid,5,658
almost,28000,hybrid,10,616
almost,28000,hybrid,20,583
almost,28000,hybrid,30,546
almost,28000,hybrid,50,542
random,28100,merge,0,984
random,28100,hybrid,5,888
random,28100,hybrid,10,835
random,28100,hybrid,20,830
random,28100,hybrid,30,811
random,28100,hybrid,50,758
reversed,28100,merge,0,589
reversed,28100,hybrid,5,501
reversed,28100,hybrid,10,454
reversed,28100,hybrid,20,447
reversed,28100,hybrid,30,426
reversed,28100,hybrid,50,416
almost,28100,merge,0,756
almost,28100,hybrid,5,671
almost,28100,hybrid,10,623
almost,28100,hybrid,20,588
almost,28100,hybrid,30,553
almost,28100,hybrid,50,546
random,28200,merge,0,1001
random,28200,hybrid,5,890
random,28200,hybrid,10,842
random,28200,hybrid,20,828
random,28200,hybrid,30,809
random,28200,hybrid,50,758
reversed,28200,merge,0,596
reversed,28200,hybrid,5,500
reversed,28200,hybrid,10,452
reversed,28200,hybrid,20,444
reversed,28200,hybrid,30,430
reversed,28200,hybrid,50,421
almost,28200,merge,0,757
almost,28200,hybrid,5,670
almost,28200,hybrid,10,622
almost,28200,hybrid,20,588
almost,28200,hybrid,30,554
almost,28200,hybrid,50,549
random,28300,merge,0,1003
random,28300,hybrid,5,896
random,28300,hybrid,10,850
random,28300,hybrid,20,833
random,28300,hybrid,30,815
random,28300,hybrid,50,809
reversed,28300,merge,0,603
reversed,28300,hybrid,5,515
reversed,28300,hybrid,10,453
reversed,28300,hybrid,20,451
reversed,28300,hybrid,30,419
reversed,28300,hybrid,50,423
almost,28300,merge,0,791
almost,28300,hybrid,5,666
almost,28300,hybrid,10,628
almost,28300,hybrid,20,593
almost,28300,hybrid,30,577
almost,28300,hybrid,50,569
random,28400,merge,0,997
random,28400,hybrid,5,907
random,28400,hybrid,10,906
random,28400,hybrid,20,845
random,28400,hybrid,30,814
random,28400,hybrid,50,761
reversed,28400,merge,0,638
reversed,28400,hybrid,5,495
reversed,28400,hybrid,10,458
reversed,28400,hybrid,20,434
reversed,28400,hybrid,30,423
reversed,28400,hybrid,50,422
almost,28400,merge,0,780
almost,28400,hybrid,5,681
almost,28400,hybrid,10,623
almost,28400,hybrid,20,597
almost,28400,hybrid,30,559
almost,28400,hybrid,50,557
random,28500,merge,0,1022
random,28500,hybrid,5,910
random,28500,hybrid,10,875
random,28500,hybrid,20,913
random,28500,hybrid,30,823
random,28500,hybrid,50,805
reversed,28500,merge,0,595
reversed,28500,hybrid,5,538
reversed,28500,hybrid,10,492
reversed,28500,hybrid,20,498
reversed,28500,hybrid,30,457
reversed,28500,hybrid,50,413
almost,28500,merge,0,772
almost,28500,hybrid,5,678
almost,28500,hybrid,10,646
almost,28500,hybrid,20,634
almost,28500,hybrid,30,569
almost,28500,hybrid,50,559
random,28600,merge,0,1034
random,28600,hybrid,5,965
random,28600,hybrid,10,853
random,28600,hybrid,20,845
random,28600,hybrid,30,876
random,28600,hybrid,50,815
reversed,28600,merge,0,597
reversed,28600,hybrid,5,499
reversed,28600,hybrid,10,448
reversed,28600,hybrid,20,442
reversed,28600,hybrid,30,454
reversed,28600,hybrid,50,408
almost,28600,merge,0,774
almost,28600,hybrid,5,681
almost,28600,hybrid,10,637
almost,28600,hybrid,20,630
almost,28600,hybrid,30,598
almost,28600,hybrid,50,560
random,28700,merge,0,1009
random,28700,hybrid,5,966
random,28700,hybrid,10,879
random,28700,hybrid,20,826
random,28700,hybrid,30,827
random,28700,hybrid,50,869
reversed,28700,merge,0,584
reversed,28700,hybrid,5,489
reversed,28700,hybrid,10,444
reversed,28700,hybrid,20,424
reversed,28700,hybrid,30,446
reversed,28700,hybrid,50,438
almost,28700,merge,0,803
almost,28700,hybrid,5,680
almost,28700,hybrid,10,641
almost,28700,hybrid,20,594
almost,28700,hybrid,30,582
almost,28700,hybrid,50,593
random,28800,merge,0,1012
random,28800,hybrid,5,912
random,28800,hybrid,10,910
random,28800,hybrid,20,853
random,28800,hybrid,30,822
random,28800,hybrid,50,779
reversed,28800,merge,0,644
reversed,28800,hybrid,5,489
reversed,28800,hybrid,10,450
reversed,28800,hybrid,20,437
reversed,28800,hybrid,30,428
reversed,28800,hybrid,50,403
almost,28800,merge,0,795
almost,28800,hybrid,5,683
almost,28800,hybrid,10,632
almost,28800,hybrid,20,590
almost,28800,hybrid,30,557
almost,28800,hybrid,50,568
random,28900,merge,0,1016
random,28900,hybrid,5,917
random,28900,hybrid,10,898
random,28900,hybrid,20,887
random,28900,hybrid,30,840
random,28900,hybrid,50,818
reversed,28900,merge,0,592
reversed,28900,hybrid,5,532
reversed,28900,hybrid,10,462
reversed,28900,hybrid,20,432
reversed,28900,hybrid,30,436
reversed,28900,hybrid,50,425
almost,28900,merge,0,788
almost,28900,hybrid,5,739
almost,28900,hybrid,10,648
almost,28900,hybrid,20,605
almost,28900,hybrid,30,565
almost,28900,hybrid,50,568
random,29000,merge,0,1073
random,29000,hybrid,5,910
random,29000,hybrid,10,878
random,29000,hybrid,20,931
random,29000,hybrid,30,843
random,29000,hybrid,50,818
reversed,29000,merge,0,603
reversed,29000,hybrid,5,509
reversed,29000,hybrid,10,491
reversed,29000,hybrid,20,470
reversed,29000,hybrid,30,446
reversed,29000,hybrid,50,447
almost,29000,merge,0,777
almost,29000,hybrid,5,701
almost,29000,hybrid,10,684
almost,29000,hybrid,20,612
almost,29000,hybrid,30,582
almost,29000,hybrid,50,566
random,29100,merge,0,1034
random,29100,hybrid,5,925
random,29100,hybrid,10,884
random,29100,hybrid,20,873
random,29100,hybrid,30,833
random,29100,hybrid,50,792
reversed,29100,merge,0,610
reversed,29100,hybrid,5,551
reversed,29100,hybrid,10,469
reversed,29100,hybrid,20,451
reversed,29100,hybrid,30,454
reversed,29100,hybrid,50,442
almost,29100,merge,0,795
almost,29100,hybrid,5,732
almost,29100,hybrid,10,657
almost,29100,hybrid,20,613
almost,29100,hybrid,30,576
almost,29100,hybrid,50,575
random,29200,merge,0,1058
random,29200,hybrid,5,921
random,29200,hybrid,10,908
random,29200,hybrid,20,925
random,29200,hybrid,30,866
random,29200,hybrid,50,822
reversed,29200,merge,0,626
reversed,29200,hybrid,5,517
reversed,29200,hybrid,10,514
reversed,29200,hybrid,20,480
reversed,29200,hybrid,30,448
reversed,29200,hybrid,50,439
almost,29200,merge,0,791
almost,29200,hybrid,5,710
almost,29200,hybrid,10,692
almost,29200,hybrid,20,644
almost,29200,hybrid,30,575
almost,29200,hybrid,50,569
random,29300,merge,0,1072
random,29300,hybrid,5,933
random,29300,hybrid,10,878
random,29300,hybrid,20,884
random,29300,hybrid,30,858
random,29300,hybrid,50,807
reversed,29300,merge,0,622
reversed,29300,hybrid,5,506
reversed,29300,hybrid,10,471
reversed,29300,hybrid,20,497
reversed,29300,hybrid,30,462
reversed,29300,hybrid,50,452
almost,29300,merge,0,796
almost,29300,hybrid,5,698
almost,29300,hybrid,10,668
almost,29300,hybrid,20,626
almost,29300,hybrid,30,578
almost,29300,hybrid,50,571
random,29400,merge,0,1081
random,29400,hybrid,5,927
random,29400,hybrid,10,898
random,29400,hybrid,20,877
random,29400,hybrid,30,851
random,29400,hybrid,50,799
reversed,29400,merge,0,624
reversed,29400,hybrid,5,511
reversed,29400,hybrid,10,461
reversed,29400,hybrid,20,466
reversed,29400,hybrid,30,483
reversed,29400,hybrid,50,439
almost,29400,merge,0,796
almost,29400,hybrid,5,707
almost,29400,hybrid,10,665
almost,29400,hybrid,20,624
almost,29400,hybrid,30,587
almost,29400,hybrid,50,576
random,29500,merge,0,1067
random,29500,hybrid,5,925
random,29500,hybrid,10,899
random,29500,hybrid,20,899
