тип_массива,размер,алгоритм,threshold,время_мкс
random,86700,hybrid,30,2978
random,86700,hybrid,50,2939
reversed,86700,merge,0,2181
reversed,86700,hybrid,5,2610
reversed,86700,hybrid,10,1728
reversed,86700,hybrid,20,2050
reversed,86700,hybrid,30,2288
reversed,86700,hybrid,50,2958
almost,86700,merge,0,3881
almost,86700,hybrid,5,3425
almost,86700,hybrid,10,2502
almost,86700,hybrid,20,2270
almost,86700,hybrid,30,2365
almost,86700,hybrid,50,2274
random,86800,merge,0,4389
random,86800,hybrid,5,3830
random,86800,hybrid,10,4439
random,86800,hybrid,20,4117
random,86800,hybrid,30,3121
random,86800,hybrid,50,3280
reversed,86800,merge,0,2248
reversed,86800,hybrid,5,1944
reversed,86800,hybrid,10,1422
reversed,86800,hybrid,20,1462
reversed,86800,hybrid,30,1352
reversed,86800,hybrid,50,1581
almost,86800,merge,0,4164
almost,86800,hybrid,5,3886
almost,86800,hybrid,10,3224
almost,86800,hybrid,20,2234
almost,86800,hybrid,30,2106
almost,86800,hybrid,50,1944
random,86900,merge,0,7545
random,86900,hybrid,5,4254
random,86900,hybrid,10,4017
random,86900,hybrid,20,7935
random,86900,hybrid,30,3538
random,86900,hybrid,50,15183
reversed,86900,merge,0,3127
reversed,86900,hybrid,5,2337
reversed,86900,hybrid,10,2292
reversed,86900,hybrid,20,2695
reversed,86900,hybrid,30,1466
reversed,86900,hybrid,50,1437
almost,86900,merge,0,2696
almost,86900,hybrid,5,2315
almost,86900,hybrid,10,2211
almost,86900,hybrid,20,2125
almost,86900,hybrid,30,2051
almost,86900,hybrid,50,1962
random,87000,merge,0,3496
random,87000,hybrid,5,3176
random,87000,hybrid,10,3087
random,87000,hybrid,20,2991
random,87000,hybrid,30,2946
random,87000,hybrid,50,2923
reversed,87000,merge,0,1870
reversed,87000,hybrid,5,1454
reversed,87000,hybrid,10,1344
reversed,87000,hybrid,20,1269
reversed,87000,hybrid,30,1229
reversed,87000,hybrid,50,1367
almost,87000,merge,0,2632
almost,87000,hybrid,5,2293
almost,87000,hybrid,10,2211
almost,87000,hybrid,20,2136
almost,87000,hybrid,30,2033
almost,87000,hybrid,50,1933
random,87100,merge,0,3527
random,87100,hybrid,5,3208
random,87100,hybrid,10,3112
random,87100,hybrid,20,2988
random,87100,hybrid,30,2913
random,87100,hybrid,50,2906
reversed,87100,merge,0,1876
reversed,87100,hybrid,5,1429
reversed,87100,hybrid,10,1341
reversed,87100,hybrid,20,1240
reversed,87100,hybrid,30,1272
reversed,87100,hybrid,50,1337
almost,87100,merge,0,2637
almost,87100,hybrid,5,2373
almost,87100,hybrid,10,2202
almost,87100,hybrid,20,2123
almost,87100,hybrid,30,2035
almost,87100,hybrid,50,1916
random,87200,merge,0,3440
random,87200,hybrid,5,3133
random,87200,hybrid,10,3040
random,87200,hybrid,20,2986
random,87200,hybrid,30,2895
random,87200,hybrid,50,2912
reversed,87200,merge,0,1933
reversed,87200,hybrid,5,1467
reversed,87200,hybrid,10,1380
reversed,87200,hybrid,20,1240
reversed,87200,hybrid,30,1278
reversed,87200,hybrid,50,1428
almost,87200,merge,0,2715
almost,87200,hybrid,5,2303
almost,87200,hybrid,10,2222
almost,87200,hybrid,20,2142
almost,87200,hybrid,30,2047
almost,87200,hybrid,50,1905
random,87300,merge,0,3521
random,87300,hybrid,5,3183
random,87300,hybrid,10,3110
random,87300,hybrid,20,3040
random,87300,hybrid,30,2948
random,87300,hybrid,50,2916
reversed,87300,merge,0,1889
reversed,87300,hybrid,5,1465
reversed,87300,hybrid,10,1321
reversed,87300,hybrid,20,1265
reversed,87300,hybrid,30,1273
reversed,87300,hybrid,50,1358
almost,87300,merge,0,2632
almost,87300,hybrid,5,2274
almost,87300,hybrid,10,2195
almost,87300,hybrid,20,2113
almost,87300,hybrid,30,2036
almost,87300,hybrid,50,1907
random,87400,merge,0,3494
random,87400,hybrid,5,3205
random,87400,hybrid,10,3168
random,87400,hybrid,20,3061
random,87400,hybrid,30,2956
random,87400,hybrid,50,2940
reversed,87400,merge,0,1952
reversed,87400,hybrid,5,1469
reversed,87400,hybrid,10,1385
reversed,87400,hybrid,20,1279
reversed,87400,hybrid,30,1263
reversed,87400,hybrid,50,1409
almost,87400,merge,0,2674
almost,87400,hybrid,5,2286
almost,87400,hybrid,10,2236
almost,87400,hybrid,20,2127
almost,87400,hybrid,30,2025
almost,87400,hybrid,50,1932
random,87500,merge,0,3518
random,87500,hybrid,5,3197
random,87500,hybrid,10,3142
random,87500,hybrid,20,3076
random,87500,hybrid,30,2962
random,87500,hybrid,50,2921
reversed,87500,merge,0,1941
reversed,87500,hybrid,5,1481
reversed,87500,hybrid,10,1381
reversed,87500,hybrid,20,1298
reversed,87500,hybrid,30,1272
reversed,87500,hybrid,50,1387
almost,87500,merge,0,2673
almost,87500,hybrid,5,2306
almost,87500,hybrid,10,2235
almost,87500,hybrid,20,2139
almost,87500,hybrid,30,2055
almost,87500,hybrid,50,1952
random,87600,merge,0,3540
random,87600,hybrid,5,3222
random,87600,hybrid,10,3151
random,87600,hybrid,20,3056
random,87600,hybrid,30,2964
random,87600,hybrid,50,2925
reversed,87600,merge,0,1917
reversed,87600,hybrid,5,1491
reversed,87600,hybrid,10,1353
reversed,87600,hybrid,20,1289
reversed,87600,hybrid,30,1301
reversed,87600,hybrid,50,1441
almost,87600,merge,0,2665
almost,87600,hybrid,5,2333
almost,87600,hybrid,10,2258
almost,87600,hybrid,20,2141
almost,87600,hybrid,30,2091
almost,87600,hybrid,50,1978
random,87700,merge,0,3549
random,87700,hybrid,5,3209
random,87700,hybrid,10,3149
random,87700,hybrid,20,3022
random,87700,hybrid,30,2932
random,87700,hybrid,50,2930
reversed,87700,merge,0,1904
reversed,87700,hybrid,5,1496
reversed,87700,hybrid,10,1378
reversed,87700,hybrid,20,1268
reversed,87700,hybrid,30,1275
reversed,87700,hybrid,50,1344
almost,87700,merge,0,2678
almost,87700,hybrid,5,2307
almost,87700,hybrid,10,2209
almost,87700,hybrid,20,2166
almost,87700,hybrid,30,2133
almost,87700,hybrid,50,1982
random,87800,merge,0,3531
random,87800,hybrid,5,3224
random,87800,hybrid,10,3146
random,87800,hybrid,20,3035
random,87800,hybrid,30,2991
random,87800,hybrid,50,2936
reversed,87800,merge,0,1924
reversed,87800,hybrid,5,1500
reversed,87800,hybrid,10,1377
reversed,87800,hybrid,20,1276
reversed,87800,hybrid,30,1277
reversed,87800,hybrid,50,1380
almost,87800,merge,0,2773
almost,87800,hybrid,5,2354
almost,87800,hybrid,10,2260
almost,87800,hybrid,20,2132
almost,87800,hybrid,30,2105
almost,87800,hybrid,50,1952
random,87900,merge,0,3556
random,87900,hybrid,5,3192
random,87900,hybrid,10,3140
random,87900,hybrid,20,3053
random,87900,hybrid,30,2980
random,87900,hybrid,50,2936
reversed,87900,merge,0,1914
reversed,87900,hybrid,5,1491
reversed,87900,hybrid,10,1392
reversed,87900,hybrid,20,1295
reversed,87900,hybrid,30,1288
reversed,87900,hybrid,50,1375
almost,87900,merge,0,2697
almost,87900,hybrid,5,2336
almost,87900,hybrid,10,2259
almost,87900,hybrid,20,2159
almost,87900,hybrid,30,2084
almost,87900,hybrid,50,1953
random,88000,merge,0,3646
random,88000,hybrid,5,3247
random,88000,hybrid,10,3168
random,88000,hybrid,20,3074
random,88000,hybrid,30,2971
random,88000,hybrid,50,2995
reversed,88000,merge,0,1945
reversed,88000,hybrid,5,1537
reversed,88000,hybrid,10,1396
reversed,88000,hybrid,20,1281
reversed,88000,hybrid,30,1304
reversed,88000,hybrid,50,1368
almost,88000,merge,0,2726
almost,88000,hybrid,5,2391
almost,88000,hybrid,10,2358
almost,88000,hybrid,20,2135
almost,88000,hybrid,30,2150
almost,88000,hybrid,50,1949
random,88100,merge,0,3578
random,88100,hybrid,5,3247
random,88100,hybrid,10,3146
random,88100,hybrid,20,3093
random,88100,hybrid,30,2992
random,88100,hybrid,50,2979
reversed,88100,merge,0,1942
reversed,88100,hybrid,5,1498
reversed,88100,hybrid,10,1379
reversed,88100,hybrid,20,1319
reversed,88100,hybrid,30,1276
reversed,88100,hybrid,50,1383
almost,88100,merge,0,2670
almost,88100,hybrid,5,2342
almost,88100,hybrid,10,2258
almost,88100,hybrid,20,2150
almost,88100,hybrid,30,2066
almost,88100,hybrid,50,1934
random,88200,merge,0,3600
random,88200,hybrid,5,3225
random,88200,hybrid,10,3173
random,88200,hybrid,20,3087
random,88200,hybrid,30,3017
random,88200,hybrid,50,2965
reversed,88200,merge,0,1999
reversed,88200,hybrid,5,1451
reversed,88200,hybrid,10,1378
reversed,88200,hybrid,20,1376
reversed,88200,hybrid,30,1256
reversed,88200,hybrid,50,1452
almost,88200,merge,0,2696
almost,88200,hybrid,5,2341
almost,88200,hybrid,10,2310
almost,88200,hybrid,20,2235
almost,88200,hybrid,30,2076
almost,88200,hybrid,50,1985
random,88300,merge,0,3538
random,88300,hybrid,5,3254
random,88300,hybrid,10,3209
random,88300,hybrid,20,3078
random,88300,hybrid,30,3003
random,88300,hybrid,50,2971
reversed,88300,merge,0,1981
reversed,88300,hybrid,5,1453
reversed,88300,hybrid,10,1427
reversed,88300,hybrid,20,1283
reversed,88300,hybrid,30,1299
reversed,88300,hybrid,50,1461
almost,88300,merge,0,2741
almost,88300,hybrid,5,2308
almost,88300,hybrid,10,2275
almost,88300,hybrid,20,2170
almost,88300,hybrid,30,2078
almost,88300,hybrid,50,1983
random,88400,merge,0,3617
random,88400,hybrid,5,3247
random,88400,hybrid,10,3153
random,88400,hybrid,20,3083
random,88400,hybrid,30,3011
random,88400,hybrid,50,3061
reversed,88400,merge,0,1958
reversed,88400,hybrid,5,1444
reversed,88400,hybrid,10,1423
reversed,88400,hybrid,20,1303
reversed,88400,hybrid,30,1435
reversed,88400,hybrid,50,1408
almost,88400,merge,0,2717
almost,88400,hybrid,5,2323
almost,88400,hybrid,10,2226
almost,88400,hybrid,20,2179
almost,88400,hybrid,30,2035
almost,88400,hybrid,50,1896
random,88500,merge,0,3574
random,88500,hybrid,5,3232
random,88500,hybrid,10,3147
random,88500,hybrid,20,3104
random,88500,hybrid,30,2983
random,88500,hybrid,50,2972
reversed,88500,merge,0,1990
reversed,88500,hybrid,5,1528
reversed,88500,hybrid,10,1423
reversed,88500,hybrid,20,1380
reversed,88500,hybrid,30,1294
reversed,88500,hybrid,50,1446
almost,88500,merge,0,2718
almost,88500,hybrid,5,2350
almost,88500,hybrid,10,2258
almost,88500,hybrid,20,2172
almost,88500,hybrid,30,2066
almost,88500,hybrid,50,1971
random,88600,merge,0,3582
random,88600,hybrid,5,3221
random,88600,hybrid,10,3170
random,88600,hybrid,20,3132
random,88600,hybrid,30,2987
random,88600,hybrid,50,2966
reversed,88600,merge,0,1957
reversed,88600,hybrid,5,1492
reversed,88600,hybrid,10,1400
reversed,88600,hybrid,20,1244
reversed,88600,hybrid,30,1280
reversed,88600,hybrid,50,1371
almost,88600,merge,0,2770
almost,88600,hybrid,5,2343
almost,88600,hybrid,10,2279
almost,88600,hybrid,20,2193
almost,88600,hybrid,30,2094
almost,88600,hybrid,50,1966
random,88700,merge,0,3579
random,88700,hybrid,5,3248
random,88700,hybrid,10,3189
random,88700,hybrid,20,3049
random,88700,hybrid,30,2953
random,88700,hybrid,50,2949
reversed,88700,merge,0,1920
reversed,88700,hybrid,5,1517
reversed,88700,hybrid,10,1389
reversed,88700,hybrid,20,1291
reversed,88700,hybrid,30,1260
reversed,88700,hybrid,50,1359
almost,88700,merge,0,2677
almost,88700,hybrid,5,2377
almost,88700,hybrid,10,2271
almost,88700,hybrid,20,2157
almost,88700,hybrid,30,2097
almost,88700,hybrid,50,1979
random,88800,merge,0,3618
random,88800,hybrid,5,3234
random,88800,hybrid,10,3194
random,88800,hybrid,20,3096
random,88800,hybrid,30,3008
random,88800,hybrid,50,2960
reversed,88800,merge,0,1923
reversed,88800,hybrid,5,1525
reversed,88800,hybrid,10,1390
reversed,88800,hybrid,20,1323
reversed,88800,hybrid,30,1260
reversed,88800,hybrid,50,1410
almost,88800,merge,0,2697
almost,88800,hybrid,5,2367
almost,88800,hybrid,10,2288
almost,88800,hybrid,20,2166
almost,88800,hybrid,30,2058
almost,88800,hybrid,50,1988
random,88900,merge,0,3602
random,88900,hybrid,5,3222
random,88900,hybrid,10,3193
random,88900,hybrid,20,3112
random,88900,hybrid,30,3013
random,88900,hybrid,50,2992
reversed,88900,merge,0,1957
reversed,88900,hybrid,5,1495
reversed,88900,hybrid,10,1383
reversed,88900,hybrid,20,1277
reversed,88900,hybrid,30,1274
reversed,88900,hybrid,50,1415
almost,88900,merge,0,2729
almost,88900,hybrid,5,2345
almost,88900,hybrid,10,2397
almost,88900,hybrid,20,2451
almost,88900,hybrid,30,2154
almost,88900,hybrid,50,4334
random,89000,merge,0,10391
random,89000,hybrid,5,3538
random,89000,hybrid,10,3282
random,89000,hybrid,20,3078
random,89000,hybrid,30,2985
random,89000,hybrid,50,3026
reversed,89000,merge,0,1930
reversed,89000,hybrid,5,1496
reversed,89000,hybrid,10,1368
reversed,89000,hybrid,20,1285
reversed,89000,hybrid,30,1277
reversed,89000,hybrid,50,1397
almost,89000,merge,0,2718
almost,89000,hybrid,5,2350
almost,89000,hybrid,10,2283
almost,89000,hybrid,20,2153
almost,89000,hybrid,30,2141
almost,89000,hybrid,50,1991
random,89100,merge,0,3588
random,89100,hybrid,5,3249
random,89100,hybrid,10,3149
random,89100,hybrid,20,3076
random,89100,hybrid,30,2969
random,89100,hybrid,50,2948
reversed,89100,merge,0,1932
reversed,89100,hybrid,5,1497
reversed,89100,hybrid,10,1379
reversed,89100,hybrid,20,1298
reversed,89100,hybrid,30,1287
reversed,89100,hybrid,50,1372
almost,89100,merge,0,2702
almost,89100,hybrid,5,2342
almost,89100,hybrid,10,2249
almost,89100,hybrid,20,2142
almost,89100,hybrid,30,2052
almost,89100,hybrid,50,1956
random,89200,merge,0,3578
random,89200,hybrid,5,3211
random,89200,hybrid,10,3182
random,89200,hybrid,20,3061
random,89200,hybrid,30,2978
random,89200,hybrid,50,2961
reversed,89200,merge,0,1925
reversed,89200,hybrid,5,1491
reversed,89200,hybrid,10,1428
reversed,89200,hybrid,20,1292
reversed,89200,hybrid,30,1267
reversed,89200,hybrid,50,1392
almost,89200,merge,0,2675
almost,89200,hybrid,5,2295
almost,89200,hybrid,10,2273
almost,89200,hybrid,20,2130
almost,89200,hybrid,30,2116
almost,89200,hybrid,50,1952
random,89300,merge,0,3574
random,89300,hybrid,5,3242
random,89300,hybrid,10,3175
random,89300,hybrid,20,3062
random,89300,hybrid,30,2978
random,89300,hybrid,50,2977
reversed,89300,merge,0,1922
reversed,89300,hybrid,5,1476
reversed,89300,hybrid,10,1397
reversed,89300,hybrid,20,1252
reversed,89300,hybrid,30,1266
reversed,89300,hybrid,50,1359
almost,89300,merge,0,2697
almost,89300,hybrid,5,2349
almost,89300,hybrid,10,2269
almost,89300,hybrid,20,2180
almost,89300,hybrid,30,2063
almost,89300,hybrid,50,1937
random,89400,merge,0,3593
random,89400,hybrid,5,3215
random,89400,hybrid,10,3148
random,89400,hybrid,20,3084
random,89400,hybrid,30,3002
random,89400,hybrid,50,2963
reversed,89400,merge,0,1918
reversed,89400,hybrid,5,1499
reversed,89400,hybrid,10,1414
reversed,89400,hybrid,20,1262
reversed,89400,hybrid,30,1365
reversed,89400,hybrid,50,1445
almost,89400,merge,0,2869
almost,89400,hybrid,5,2402
almost,89400,hybrid,10,2296
almost,89400,hybrid,20,2169
almost,89400,hybrid,30,2052
almost,89400,hybrid,50,1957
random,89500,merge,0,3583
random,89500,hybrid,5,3268
random,89500,hybrid,10,3131
random,89500,hybrid,20,3090
random,89500,hybrid,30,3005
random,89500,hybrid,50,2989
reversed,89500,merge,0,1927
reversed,89500,hybrid,5,1498
reversed,89500,hybrid,10,1429
reversed,89500,hybrid,20,1280
reversed,89500,hybrid,30,1354
reversed,89500,hybrid,50,1376
almost,89500,merge,0,2717
almost,89500,hybrid,5,2343
almost,89500,hybrid,10,2304
almost,89500,hybrid,20,2196
almost,89500,hybrid,30,2094
almost,89500,hybrid,50,1958
random,89600,merge,0,3559
random,89600,hybrid,5,3218
random,89600,hybrid,10,3183
random,89600,hybrid,20,3084
random,89600,hybrid,30,2989
random,89600,hybrid,50,2967
reversed,89600,merge,0,1923
reversed,89600,hybrid,5,1470
reversed,89600,hybrid,10,1374
reversed,89600,hybrid,20,1292
reversed,89600,hybrid,30,1307
reversed,89600,hybrid,50,1389
almost,89600,merge,0,2677
almost,89600,hybrid,5,2328
almost,89600,hybrid,10,2270
almost,89600,hybrid,20,2147
almost,89600,hybrid,30,2058
almost,89600,hybrid,50,1921
random,89700,merge,0,3611
random,89700,hybrid,5,3237
random,89700,hybrid,10,3138
random,89700,hybrid,20,3083
random,89700,hybrid,30,2993
random,89700,hybrid,50,2981
reversed,89700,merge,0,1913
reversed,89700,hybrid,5,1534
reversed,89700,hybrid,10,1391
reversed,89700,hybrid,20,1269
reversed,89700,hybrid,30,1285
reversed,89700,hybrid,50,1408
almost,89700,merge,0,2691
almost,89700,hybrid,5,2359
almost,89700,hybrid,10,2299
almost,89700,hybrid,20,2160
almost,89700,hybrid,30,2100
almost,89700,hybrid,50,1967
random,89800,merge,0,3592
random,89800,hybrid,5,3241
random,89800,hybrid,10,3182
random,89800,hybrid,20,3099
random,89800,hybrid,30,2992
random,89800,hybrid,50,2966
reversed,89800,merge,0,1908
reversed,89800,hybrid,5,1496
reversed,89800,hybrid,10,1379
reversed,89800,hybrid,20,1256
reversed,89800,hybrid,30,1263
reversed,89800,hybrid,50,1411
almost,89800,merge,0,2712
almost,89800,hybrid,5,2374
almost,89800,hybrid,10,2299
almost,89800,hybrid,20,2172
almost,89800,hybrid,30,2097
almost,89800,hybrid,50,1958
random,89900,merge,0,3586
random,89900,hybrid,5,3222
random,89900,hybrid,10,3153
random,89900,hybrid,20,3077
random,89900,hybrid,30,2999
random,89900,hybrid,50,2983
reversed,89900,merge,0,1941
reversed,89900,hybrid,5,1505
reversed,89900,hybrid,10,1402
reversed,89900,hybrid,20,1258
reversed,89900,hybrid,30,1285
reversed,89900,hybrid,50,1412
almost,89900,merge,0,2712
almost,89900,hybrid,5,2367
almost,89900,hybrid,10,2288
almost,89900,hybrid,20,2168
almost,89900,hybrid,30,2104
almost,89900,hybrid,50,1969
random,90000,merge,0,3589
random,90000,hybrid,5,3217
random,90000,hybrid,10,3161
random,90000,hybrid,20,3090
random,90000,hybrid,30,2998
random,90000,hybrid,50,2993
reversed,90000,merge,0,1914
reversed,90000,hybrid,5,1511
reversed,90000,hybrid,10,1406
reversed,90000,hybrid,20,1248
reversed,90000,hybrid,30,1260
reversed,90000,hybrid,50,1387
almost,90000,merge,0,2671
almost,90000,hybrid,5,2355
almost,90000,hybrid,10,2299
almost,90000,hybrid,20,2165
almost,90000,hybrid,30,2077
almost,90000,hybrid,50,1944
random,90100,merge,0,3578
random,90100,hybrid,5,3209
random,90100,hybrid,10,3188
random,90100,hybrid,20,3089
random,90100,hybrid,30,3000
random,90100,hybrid,50,2986
reversed,90100,merge,0,1918
reversed,90100,hybrid,5,1485
reversed,90100,hybrid,10,1379
reversed,90100,hybrid,20,1240
reversed,90100,hybrid,30,1263
reversed,90100,hybrid,50,1453
almost,90100,merge,0,2777
almost,90100,hybrid,5,2432
almost,90100,hybrid,10,2368
almost,90100,hybrid,20,2206
almost,90100,hybrid,30,2120
almost,90100,hybrid,50,2008
random,90200,merge,0,3623
random,90200,hybrid,5,3231
random,90200,hybrid,10,3170
random,90200,hybrid,20,3100
random,90200,hybrid,30,3011
random,90200,hybrid,50,3001
reversed,90200,merge,0,1967
reversed,90200,hybrid,5,1509
reversed,90200,hybrid,10,1393
reversed,90200,hybrid,20,1258
reversed,90200,hybrid,30,1307
reversed,90200,hybrid,50,1397
almost,90200,merge,0,2712
almost,90200,hybrid,5,2352
almost,90200,hybrid,10,2286
almost,90200,hybrid,20,2170
almost,90200,hybrid,30,2072
almost,90200,hybrid,50,1953
random,90300,merge,0,3611
random,90300,hybrid,5,3265
random,90300,hybrid,10,3138
random,90300,hybrid,20,3114
random,90300,hybrid,30,3000
random,90300,hybrid,50,2996
reversed,90300,merge,0,1925
reversed,90300,hybrid,5,1538
reversed,90300,hybrid,10,1417
reversed,90300,hybrid,20,1290
reversed,90300,hybrid,30,1257
reversed,90300,hybrid,50,1443
almost,90300,merge,0,2698
almost,90300,hybrid,5,2386
almost,90300,hybrid,10,2305
almost,90300,hybrid,20,2187
almost,90300,hybrid,30,2111
almost,90300,hybrid,50,1998
random,90400,merge,0,3582
random,90400,hybrid,5,3246
random,90400,hybrid,10,3135
random,90400,hybrid,20,3096
random,90400,hybrid,30,3023
random,90400,hybrid,50,2994
reversed,90400,merge,0,1920
reversed,90400,hybrid,5,1539
reversed,90400,hybrid,10,1414
reversed,90400,hybrid,20,1266
reversed,90400,hybrid,30,1282
reversed,90400,hybrid,50,1417
almost,90400,merge,0,2718
almost,90400,hybrid,5,2366
almost,90400,hybrid,10,2311
almost,90400,hybrid,20,2205
almost,90400,hybrid,30,2103
almost,90400,hybrid,50,1974
random,90500,merge,0,3622
random,90500,hybrid,5,3259
random,90500,hybrid,10,3202
random,90500,hybrid,20,3117
random,90500,hybrid,30,3028
random,90500,hybrid,50,3103
reversed,90500,merge,0,1995
reversed,90500,hybrid,5,1561
reversed,90500,hybrid,10,1482
reversed,90500,hybrid,20,1292
reversed,90500,hybrid,30,1370
reversed,90500,hybrid,50,1416
almost,90500,merge,0,2775
almost,90500,hybrid,5,2401
almost,90500,hybrid,10,2300
almost,90500,hybrid,20,2199
almost,90500,hybrid,30,2131
almost,90500,hybrid,50,1992
random,90600,merge,0,3609
random,90600,hybrid,5,3279
random,90600,hybrid,10,3214
random,90600,hybrid,20,3095
random,90600,hybrid,30,3022
random,90600,hybrid,50,3001
reversed,90600,merge,0,1913
reversed,90600,hybrid,5,1506
reversed,90600,hybrid,10,1453
reversed,90600,hybrid,20,1272
reversed,90600,hybrid,30,1283
reversed,90600,hybrid,50,1384
almost,90600,merge,0,2713
almost,90600,hybrid,5,2398
almost,90600,hybrid,10,2324
almost,90600,hybrid,20,2213
almost,90600,hybrid,30,2094
almost,90600,hybrid,50,1990
random,90700,merge,0,3657
random,90700,hybrid,5,3268
random,90700,hybrid,10,3186
random,90700,hybrid,20,3179
random,90700,hybrid,30,3027
random,90700,hybrid,50,3011
reversed,90700,merge,0,1961
reversed,90700,hybrid,5,1516
reversed,90700,hybrid,10,1429
reversed,90700,hybrid,20,1313
reversed,90700,hybrid,30,1366
reversed,90700,hybrid,50,1438
almost,90700,merge,0,2713
almost,90700,hybrid,5,2392
almost,90700,hybrid,10,2299
almost,90700,hybrid,20,2191
almost,90700,hybrid,30,2113
almost,90700,hybrid,50,1981
random,90800,merge,0,3657
random,90800,hybrid,5,3268
random,90800,hybrid,10,3483
random,90800,hybrid,20,9915
random,90800,hybrid,30,4666
random,90800,hybrid,50,3645
reversed,90800,merge,0,2031
reversed,90800,hybrid,5,1720
reversed,90800,hybrid,10,1538
reversed,90800,hybrid,20,1328
reversed,90800,hybrid,30,1267
reversed,90800,hybrid,50,1395
almost,90800,merge,0,2812
almost,90800,hybrid,5,2401
almost,90800,hybrid,10,2314
almost,90800,hybrid,20,2213
almost,90800,hybrid,30,2120
almost,90800,hybrid,50,1983
random,90900,merge,0,3637
random,90900,hybrid,5,3569
random,90900,hybrid,10,4149
random,90900,hybrid,20,3146
random,90900,hybrid,30,3045
random,90900,hybrid,50,3012
reversed,90900,merge,0,1948
reversed,90900,hybrid,5,1521
reversed,90900,hybrid,10,1518
reversed,90900,hybrid,20,1402
reversed,90900,hybrid,30,1591
reversed,90900,hybrid,50,1469
almost,90900,merge,0,2756
almost,90900,hybrid,5,2495
almost,90900,hybrid,10,2334
almost,90900,hybrid,20,2215
almost,90900,hybrid,30,2104
almost,90900,hybrid,50,2030
random,91000,merge,0,3650
random,91000,hybrid,5,3303
random,91000,hybrid,10,3203
random,91000,hybrid,20,3129
random,91000,hybrid,30,3045
random,91000,hybrid,50,3024
reversed,91000,merge,0,1947
reversed,91000,hybrid,5,1534
reversed,91000,hybrid,10,1421
reversed,91000,hybrid,20,1263
reversed,91000,hybrid,30,1283
reversed,91000,hybrid,50,1444
almost,91000,merge,0,2696
almost,91000,hybrid,5,2410
almost,91000,hybrid,10,2328
almost,91000,hybrid,20,2198
almost,91000,hybrid,30,2114
almost,91000,hybrid,50,1993
random,91100,merge,0,7653
random,91100,hybrid,5,9766
random,91100,hybrid,10,3443
random,91100,hybrid,20,3375
random,91100,hybrid,30,3034
random,91100,hybrid,50,3013
reversed,91100,merge,0,1949
reversed,91100,hybrid,5,1531
reversed,91100,hybrid,10,1420
reversed,91100,hybrid,20,1272
reversed,91100,hybrid,30,1289
reversed,91100,hybrid,50,1413
almost,91100,merge,0,2735
almost,91100,hybrid,5,2430
almost,91100,hybrid,10,2325
almost,91100,hybrid,20,2209
almost,91100,hybrid,30,2103
almost,91100,hybrid,50,2002
random,91200,merge,0,3613
random,91200,hybrid,5,3315
random,91200,hybrid,10,3197
random,91200,hybrid,20,3115
random,91200,hybrid,30,3047
random,91200,hybrid,50,3018
reversed,91200,merge,0,1931
reversed,91200,hybrid,5,1539
reversed,91200,hybrid,10,1418
reversed,91200,hybrid,20,1280
reversed,91200,hybrid,30,1291
reversed,91200,hybrid,50,1395
almost,91200,merge,0,2754
almost,91200,hybrid,5,2440
almost,91200,hybrid,10,2315
almost,91200,hybrid,20,2201
almost,91200,hybrid,30,2127
almost,91200,hybrid,50,1995
random,91300,merge,0,3631
random,91300,hybrid,5,3313
random,91300,hybrid,10,3286
random,91300,hybrid,20,3173
random,91300,hybrid,30,3045
random,91300,hybrid,50,3148
reversed,91300,merge,0,2847
reversed,91300,hybrid,5,1920
reversed,91300,hybrid,10,1691
reversed,91300,hybrid,20,1543
reversed,91300,hybrid,30,1551
reversed,91300,hybrid,50,1472
almost,91300,merge,0,2841
almost,91300,hybrid,5,2508
almost,91300,hybrid,10,2412
almost,91300,hybrid,20,2274
almost,91300,hybrid,30,2182
almost,91300,hybrid,50,2058
random,91400,merge,0,3665
random,91400,hybrid,5,3285
random,91400,hybrid,10,3225
random,91400,hybrid,20,3146
random,91400,hybrid,30,3051
random,91400,hybrid,50,3033
reversed,91400,merge,0,2031
reversed,91400,hybrid,5,1625
reversed,91400,hybrid,10,1451
reversed,91400,hybrid,20,1320
reversed,91400,hybrid,30,1294
reversed,91400,hybrid,50,1435
almost,91400,merge,0,2747
almost,91400,hybrid,5,2432
almost,91400,hybrid,10,2345
almost,91400,hybrid,20,2211
almost,91400,hybrid,30,2154
almost,91400,hybrid,50,1997
random,91500,merge,0,3661
random,91500,hybrid,5,3317
random,91500,hybrid,10,3235
random,91500,hybrid,20,3148
random,91500,hybrid,30,3066
random,91500,hybrid,50,3073
reversed,91500,merge,0,2014
reversed,91500,hybrid,5,1644
reversed,91500,hybrid,10,1566
reversed,91500,hybrid,20,1666
reversed,91500,hybrid,30,1425
reversed,91500,hybrid,50,1584
almost,91500,merge,0,2998
almost,91500,hybrid,5,2502
almost,91500,hybrid,10,2536
almost,91500,hybrid,20,3021
almost,91500,hybrid,30,2392
almost,91500,hybrid,50,2554
random,91600,merge,0,5261
random,91600,hybrid,5,4554
random,91600,hybrid,10,3499
random,91600,hybrid,20,3319
random,91600,hybrid,30,3176
random,91600,hybrid,50,3104
reversed,91600,merge,0,2148
reversed,91600,hybrid,5,1589
reversed,91600,hybrid,10,1463
reversed,91600,hybrid,20,1306
reversed,91600,hybrid,30,1304
reversed,91600,hybrid,50,1477
almost,91600,merge,0,2790
